word,gold_segmentation,gold_root_heuristic,stemmer_output,exact_match
আশাভঙ্গের,আশা+ভঙ্গ+ের,আশা,আশাভঙ্গ,False
আশাবাদ,আশা+বাদ,আশা,আশাবাদ,False
আশাব্যঞ্জক,আশা+ব্যঞ্জক,আশা,আশাব্যঞ্জক,False
আশায়,আশা+য়,আশা,আশায়,False
আশ্রমের,আশ্রম+ের,আশ্রম,আশ্রম,True
আশ্রয়ে,আশ্রয়+ে,আশ্রয়,আশ্রয়,True
আটঘাট,আট+ঘাট,আট,আটঘাট,False
আটজনের,আট+জন+ের,আট,আটজন,False
আটকের,আটক+ের,আটক,আটক,True
আউট,আউট,আউট,আউট,True
আউটডোরে,আউট+ডোর+ে,আউট,আউটডোর,False
আউটটা,আউট+টা,আউট,আউট,True
আয়োজন,আয়োজন,আয়োজন,আয়োজন,True
আয়োজনগুলোতে,আয়োজন+গুলো+তে,আয়োজন,আয়োজন,True
আয়ুর্বেদিক,আয়ুর্বেদ+িক,আয়ুর্বেদ,আয়ুর্বেদিক,False
আয়কর,আয়+কর,আয়,আয়,True
আড়াইহাজার,আড়াই+হাজার,আড়াই,আড়াইহাজা,False
আড়ালেই,আড়াল+ে+ই,আড়াল,আড়াল,True
ভঁুড়ি,ভঁুড়ি,ভঁুড়ি,ভঁুড়ি,True
ভাষাতেও,ভাষা+তে+ও,ভাষা,ভাষা,True
ভাষ্য, ভাষ্য,ভাষ্য,ভাষ্য,True
ভাণ্ডারে,ভাণ্ডার+ে,ভাণ্ডার,ভাণ্ডা,False
ভাস্বর,ভাস্বর,ভাস্বর,ভাস্বর,True
ভাতেও,ভাত+ে+ও,ভাত,ভাত,True
ভাবাও,ভাব+া+ও,ভাব,ভাবা,False
ভাবাপন্ন,ভাব+া+পন্ন,ভাব,ভাবাপন্ন,False
ভাবুন,ভাব+ুন,ভাব,ভাবুন,False
ভাবব,ভাব+ব,ভাব,ভাবব,False
ভাবগতিক,ভাব+গতি+ক,ভাব,ভাবগতিক,False
ভাবমূর্তিতে,ভাব+মূর্তি+তে,ভাব,ভাবমূর্তি,False
ভাবনাই,ভাব+না+ই,ভাব,ভাবনা,False
ভাগাভাগির,ভাগ+া+ভাগ+ি+র,ভাগ,ভাগাভাগি,False
ভাগ্যে,ভাগ্য+ে,ভাগ্য,ভাগ্য,True
ভাগ্যকুলে,ভাগ্য+কুল+ে,ভাগ্য,ভাগ্যকুল,False
ভালোবাসা,"ভালো+বাস+া, ভালোবাস+া",ভালো,ভালোবাসা,False
ভাঙতি,ভাঙতি,ভাঙতি,ভাঙতি,True
ভাঙবেন,"ভাঙ+ব+ে+ন, ভাঙ+বে+ন",ভাঙ,ভাঙ,True
ভাঙচুরের,ভাঙ+চুর+ের,ভাঙ,ভাঙচুর,False
ভাঙ্গায়,ভাঙ্গা+য়,ভাঙ্গা,ভাঙ্গায়,False
ভারি,ভার+ি,ভার,ভারি,False
ভাড়াবাসার,ভাড়া+বাস+া+র,ভাড়া,ভাড়,False
ভেবেছিল,"ভেব+ে+ছি+ল, ভেব+েছ+ি+ল, ভেব+ে+ছ+ি+ল",ভেব,ভাব,False
ভেন্যুটির,ভেন্যু+টি+র,ভেন্যু,ভেন্যু,True
ভেঙেছেন,"1 ভাঙ+ে+ছ+ে+ন, ভাঙ+েছ+ে+ন, ভেঙ+ে+ছ+ে+ন, ভেঙ+েছ+ে+ন",1 ভাঙ,ভাঙ,False
ভিতটি,ভিত+টি,ভিত,ভিত,True
ভিন্ন,ভিন্ন,ভিন্ন,ভিন্ন,True
ভিন্নধারার,ভিন্ন+ধারা+র,ভিন্ন,ভিন্নধারা,False
ভিটেটা,ভিটে+টা,ভিটে,ভিটে,True
ভোজ,ভোজ,ভোজ,ভোজ,True
ভোটার,ভোট+ার,ভোট,ভোটা,False
ভোটেও,ভোট+ে+ও,ভোট,ভোট,True
ভোটিং,ভোট+িং,ভোট,ভোটিং,False
ভুগি,ভুগ+ি,ভুগ,ভুগি,False
ভুলগুলো,ভুল+গুলো,ভুল,ভুল,True
ভুলক্রমে,ভুল+ক্রম+ে,ভুল,ভুলক্রম,False
ভূসম্পত্তি,ভূ+সম্পত্তি,ভূ,ভূসম্পত্তি,False
ভূতভবিষ্যত,ভূত+ভবিষ্যত,ভূত,ভূতভবিষ্যত,False
ভূতদের,ভূত+দের,ভূত,ভূত,True
ভূকম্পনটির,ভূ+কম্প+ন+টি+র,ভূ,ভূকম্পন,False
ভবনটি,ভবন+টি,ভবন,ভবন,True
ভলিতে,ভলি+তে,ভলি,ভলি,True
ভনভন,ভন+ভন,ভন,ভনভন,False
ভঙ্গিমা,ভঙ্গি+মা,ভঙ্গি,ভঙ্গিমা,False
ভরতে,ভর+তে,ভর,ভর,True
ভয়াবহ,"1 ভয়+াবহ, ভয়+আবহ",1 ভয়,ভয়াবহ,False
ভয়াবহতা,"1 ভয়+আবহ+তা, ভয়+াবহ+তা",1 ভয়,ভয়াবহতা,False
ছাত্রাবস্থায়,"1 ছাত্র+াবস্থা+য়, ছাত্র+অবস্থা+য়",1 ছাত্র,ছাত্রাবস্থায়,False
ছাত্রশিবিরকে,ছাত্র+শিবির+কে,ছাত্র,ছাত্রশিবি,False
ছাগলও,ছাগল+ও,ছাগল,ছাগল,True
ছাড়াতে,ছাড়+া+তে,ছাড়,ছাড়া,False
ছাড়ছে,"ছাড়+ছে, ছাড়+ছ+ে",ছাড়,ছাড়,True
ছাড়েননি,"ছাড়+েন+নি, ছাড়+ে+ন+নি",ছাড়,ছাড়েননি,False
ছাড়তেই,ছাড়+তে+ই,ছাড়,ছাড়,True
ছাড়করণে,ছাড়করণে,ছাড়করণে,ছাড়করণ,False
ছেলেমেয়েরা,ছেলে+মেয়ে+রা,ছেলে,ছেলেম,False
ছেলেপিলে,ছেলে+পিলে,ছেলে,ছেলেপিলে,False
ছেপেছিল,"1 ছেপ+েছ+ি+ল, ছেপ+ে+ছ+ি+ল, ছেপ+ে+ছি+ল",1 ছেপ,ছাপ,False
ছিদ্দিককে,ছিদ্দিক+কে,ছিদ্দিক,ছিদ্দিক,True
ছিলে,ছিল+ে,ছিল,ছিল,True
ছিনতাই,ছিনতাই,ছিনতাই,ছিনতা,False
ছিনতাইকারি,ছিনতাই+কার+ি,ছিনতাই,ছিনতাইকারি,False
ছুরি,ছুরি,ছুরি,ছুরি,True
ছুড়বে,ছুড়+ব+ে,ছুড়,ছুড়,True
ছুড়লে,ছুড়+ল+ে,ছুড়,ছুড়ল,False
ছবি,ছবি,ছবি,ছবি,True
ছন্দে,ছন্দ+ে,ছন্দ,ছন্দ,True
ছয়ই,ছয়+ই,ছয়,ছয়,True
ছড়াবেই,ছড়া+ব+ে+ই,ছড়া,ছড়াব,False
ছড়াচ্ছে,ছড়া+চ্ছ+ে,ছড়া,ছড়,False
ছড়ারপাড়ে,ছড়া+র+পাড়+ে,ছড়া,ছড়ারপাড়,False
ধীরগতির,ধীর+গতি+র,ধীর,ধীরগতি,False
ধাবমান,ধাব+মান,ধাব,ধাব,True
ধাক্কা,ধাক্কা,ধাক্কা,ধাক্কা,True
ধামে,ধাম+ে,ধাম,ধাম,True
ধারাভাষ্যকার,ধারা+ভাষ্য+কার,ধারা,ধারাভাষ্যকার,False
ধারাভাষ্যকাররা,ধারা+ভাষ্য+কার+রা,ধারা,ধারাভাষ্যকাররা,False
ধারণার,ধারণা+র,ধারণা,ধারণার,False
ধারক,ধারক,ধারক,ধারক,True
ধুতে,ধু+তে,ধু,ধুত,False
ধুতির,ধুতি+র,ধুতি,ধুতি,True
ধনবাড়ি,ধন+বাড়ি,ধন,ধনবাড়ি,False
ধরছেন,"ধর+ছ+েন, ধর+ছ+ে+ন",ধর,ধর,True
ধরে,ধর+ে,ধর,ধর,True
ধরনই,ধরন+ই,ধরন,ধরন,True
ধর্মভীরু,ধর্ম+ভীরু,ধর্ম,ধর্মভীরু,False
ধর্মঘটও,ধর্মঘট+ও,ধর্মঘট,ধর্মঘট,True
ধর্মবিশ্বাসে,ধর্ম+বিশ্বাস+ে,ধর্ম,ধর্মবিশ্বাস,False
ধর্মনিরপেক্ষতার,ধর্ম+নির+পেক্ষ+তা+র,ধর্ম,ধর্মনিরপেক্ষতা,False
ধর্মপুর,ধর্ম+পুর,ধর্ম,ধর্মপুর,False
ধংসস্তূপের,ধংস+স্তূপ+ের,ধংস,ধংসস্তূপ,False
ধ্বংসের,ধ্বংস+ের,ধ্বংস,ধ্বংস,True
ধ্বংসযজ্ঞের,ধ্বংস+যজ্ঞ+ের,ধ্বংস,ধ্বংসযজ্ঞ,False
ষাট,ষাট,ষাট,ষাট,True
ষাটোধ্ব,"1 ষাট+োধ্ব, ষাট+উধ্ব",1 ষাট,ষাটোধ্ব,False
ষষ্ঠ,ষষ্ঠ,ষষ্ঠ,ষষ্ঠ,True
ষোলশহরের,ষোল+শহর+ের,ষোল,ষোলশহর,False
ষড়ঋতুর,ষড়+ঋতু+র,ষড়,ষড়ঋতুর,False
ষড়যন্ত্রেরই,ষড়যন্ত্র+ের+ই,ষড়যন্ত্র,ষড়যন্ত্র,True
ষ্টেডিয়ামের,ষ্টেডিয়াম+ের,ষ্টেডিয়াম,ষ্টেডিয়াম,True
ঘঁাটাতে,ঘঁাট+া+তে,ঘঁাট,ঘঁা,False
ঘেমেছেন,"1 ঘাম+েছ+েন, ঘেম+েছ+েন, ঘেম+ে+ছ+েন, ঘেম+ে+ছ+ে+ন",1 ঘাম,ঘাম,False
ঘিতে,ঘি+তে,ঘি,ঘিত,False
ঘিঞ্জির,ঘিঞ্জি+র,ঘিঞ্জি,ঘিঞ্জি,True
ঘণ্টা,ঘণ্টা,ঘণ্টা,ঘণ্,False
ঘণ্টাখানেক,ঘণ্টা+খানেক,ঘণ্টা,ঘণ্টাখানেক,False
